Direction,District,Elevator,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,UnitPrice,Year
东南,菜户营,塔楼,17,嘉莲苑,101111132973,2室1厅, 720万,丰台,其他,93.0,"77,163元/平",2002
东南,刘家窑,塔楼,25,宋家庄家园一区,101110719649,1室1厅, 290万,丰台,简装,48.0,"59,733元/平",2010
南,刘家窑,板楼,9,石榴园南里小区,101112910284,1室1厅, 278万,丰台,简装,57.0,"48,014元/平",1997
东,蒲黄榆,塔楼,18,蒲安东里,101112817003,1室1厅, 408万,丰台,简装,62.0,"64,855元/平",2002
南北,五里店,板楼,6,程庄路68号院,101112939937,2室1厅, 223万,丰台,简装,60.0,"36,915元/平",1995
南北,玉泉营,板楼,21,青秀雅苑,101111768719,2室1厅, 428万,丰台,简装,91.0,"46,787元/平",2011
东西,新宫,板楼,9,诚苑南里,101112838823,2室1厅, 299万,丰台,简装,76.0,"39,091元/平",1999
南北,看丹桥,板楼,6,新华街六里,101111932971,2室1厅, 345万,丰台,简装,63.0,"53,991元/平",1996
东西北,太平桥,塔楼,24,太平桥东里,101112814322,3室1厅, 565万,丰台,简装,78.0,"71,948元/平",1988
南北,科技园区,板楼,6,恒富中街3号院,101112673651,2室1厅, 322万,丰台,简装,59.0,"54,100元/平",2003
东,木樨园,板塔结合,22,南曦大厦,101112229896,3室1厅, 503万,丰台,简装,118.0,"42,566元/平",2004
东南,方庄,塔楼,18,芳城东里,101111832345,3室1厅, 805万,丰台,精装,112.0,"71,652元/平",2000
东南北,丰台其它,板楼,5,燕西华府,101113048382,4室2厅, 560万,丰台,精装,138.0,"40,320元/平",2016
南北,马家堡,板楼,11,益城园,101110367440,3室2厅, 890万,丰台,简装,132.0,"67,008元/平",2003
南北,方庄,板楼,6,芳古园一区,101112209683,2室1厅, 405万,丰台,其他,57.0,"71,003元/平",1992
东西,赵公口,板楼,6,石榴庄西街,101113122590,2室1厅, 300万,丰台,精装,51.0,"57,804元/平",1991
西南,菜户营,塔楼,30,鹏润家园,101113046345,3室2厅, 990万,丰台,简装,148.0,"66,816元/平",2000
南北,洋桥,板塔结合,14,洋桥北里,101113066078,3室1厅, 545万,丰台,简装,88.0,"61,305元/平",1991
东西,玉泉营,板楼,6,万年花城二期,101112051309,2室1厅, 589万,丰台,其他,83.0,"70,599元/平",2006
南北,和义,板楼,5,和义东里四区,101112765591,3室1厅, 290万,丰台,简装,67.0,"42,887元/平",1981
西,太平桥,塔楼,20,首科花园,101113174789,2室1厅, 615万,丰台,简装,88.0,"69,579元/平",2006
西,成寿寺,塔楼,24,四方景园一区,101112265502,2室1厅, 470万,丰台,简装,79.0,"59,209元/平",2000
南北,看丹桥,板楼,5,南开地,101111788190,3室1厅, 264万,丰台,简装,59.0,"44,251元/平",1985
西南北,马家堡,塔楼,17,西马金润二区,101111730690,3室2厅, 697万,丰台,简装,124.0,"55,962元/平",2005
南,木樨园,板楼,6,赵公口小区,101110310563,1室1厅, 238万,丰台,简装,45.0,"52,655元/平",1992
西北,科技园区,塔楼,18,怡海花园富润园,101109313851,3室2厅, 690万,丰台,简装,136.0,"50,609元/平",2001
南北,洋桥,板楼,6,海户西里,101110258108,2室1厅, 330万,丰台,简装,64.0,"51,362元/平",1988
南北,马家堡,板楼,6,西马金润一区,101111434913,2室2厅, 485万,丰台,简装,86.0,"55,857元/平",2003
南北,卢沟桥,板塔结合,25,沸城,101109670942,3室1厅, 510万,丰台,简装,128.0,"39,751元/平",2007
南,科技园区,塔楼,31,宝隆温泉公寓,101111479113,1室1厅, 280万,丰台,精装,60.0,"46,320元/平",2000
西南,蒲黄榆,板楼,7,南三环中路15号院,101111930381,2室1厅, 288万,丰台,精装,47.0,"60,327元/平",1992
南,木樨园,板楼,6,定安西里,101110814626,3室1厅, 329万,丰台,简装,63.0,"52,223元/平",1988
南北,马家堡,板楼,6,益城园,101112222354,2室2厅, 680万,丰台,简装,108.0,"62,558元/平",2003
西北,丰台其它,板楼,6,永兴里,101112977747,2室1厅, 170万,丰台,其他,45.0,"37,363元/平",1990
南,洋桥,板楼,6,海户西里,101112405986,2室1厅, 320万,丰台,简装,60.0,"52,563元/平",1988
南北,玉泉营,板楼,6,育芳园,101112970456,2室1厅, 346万,丰台,简装,58.0,"59,196元/平",1993
东北,科技园区,塔楼,18,城市经典,101112814250,3室1厅, 520万,丰台,精装,105.0,"49,327元/平",1995
南北,丰台其它,板楼,6,领秀翡翠山A区,101112393816,4室3厅, 720万,丰台,精装,146.0,"49,097元/平",2014
南北,北京南站,板塔结合,18,鼎立水岸家园,101112269020,3室2厅, 970万,丰台,其他,125.0,"77,095元/平",2007
南北,太平桥,板楼,5,精图小区55号院,101112601311,3室1厅, 479万,丰台,简装,91.0,"52,339元/平",1993
南北,科技园区,板楼,10,泽信公馆,101112923290,2室2厅, 775万,丰台,精装,103.0,"74,771元/平",2018
东南北,科技园区,塔楼,30,怡海花园富润园,101112107381,3室1厅, 858万,丰台,简装,152.0,"56,174元/平",2002
南,新宫,板塔结合,16,阳光星苑,101112529262,2室1厅, 278万,丰台,简装,64.0,"43,081元/平",2014
南北,马家堡,板楼,6,西马金润二区,101112052673,3室1厅, 413万,丰台,简装,74.0,"55,185元/平",1998
南北,玉泉营,板楼,16,彩虹街区,101112490275,2室2厅, 620万,丰台,简装,95.0,"64,631元/平",2006
南北,角门,板楼,14,和园居,101112002260,3室1厅, 810万,丰台,毛坯,148.0,"54,564元/平",2006
西北,岳各庄,塔楼,28,丰体时代花园,101112085863,2室1厅, 435万,丰台,其他,86.0,"50,255元/平",2005
东南,成寿寺,塔楼,28,四方景园二区,101112943514,3室1厅, 640万,丰台,简装,125.0,"50,911元/平",2005
东西,刘家窑,板楼,7,同仁园,101112376536,2室1厅, 390万,丰台,简装,82.0,"47,394元/平",1996
南,方庄,塔楼,25,芳星园一区,101112146269,2室1厅, 499万,丰台,简装,66.0,"75,584元/平",1990
南北,新宫,板楼,15,公园懿府,101111158059,3室2厅, 700万,丰台,精装,114.0,"61,243元/平",2017
南北,北大地,板楼,6,北大地二里,101110446985,2室1厅, 390万,丰台,其他,60.0,"64,677元/平",1989
南北,草桥,板楼,6,玺萌公馆,101112695439,4室2厅, 1080万,丰台,精装,143.0,"75,120元/平",2008
东西,丰台其它,板塔结合,15,园博嘉园,101112262033,2室1厅, 380万,丰台,其他,84.0,"45,179元/平",2015
西,方庄,板塔结合,12,芳星园三区,101112024836,4室1厅, 930万,丰台,简装,167.0,"55,503元/平",2000
南北,西罗园,板楼,5,西罗园三区,101111306204,2室1厅, 380万,丰台,简装,60.0,"62,821元/平",1988
南,赵公口,板塔结合,13,彩虹城五区,101112814185,2室1厅, 608万,丰台,精装,85.0,"70,962元/平",2005
东北,成寿寺,塔楼,24,四方景园一区,101112505110,2室2厅, 535万,丰台,简装,101.0,"52,529元/平",2000
东南,北京南站,塔楼,24,开阳里六区,101112321580,2室1厅, 736万,丰台,简装,125.0,"58,548元/平",2002
南,菜户营,板楼,11,万润风景,101112168393,1室1厅, 455万,丰台,简装,45.0,"98,935元/平",2006
西,刘家窑,塔楼,22,正邦嘉园一期,101109011403,2室1厅, 450万,丰台,简装,98.0,"45,579元/平",2001
南,青塔,板楼,9,万科紫苑,101112047892,2室1厅, 520万,丰台,其他,78.0,"66,582元/平",2012
南北,西罗园,板楼,6,西罗园四区,101112883603,2室1厅, 335万,丰台,简装,54.0,"61,809元/平",1991
南北,卢沟桥,板塔结合,25,沸城,101112000663,4室1厅, 620万,丰台,精装,155.0,"40,000元/平",2008
南北,马家堡,板楼,6,晨光小区,101112725134,3室1厅, 380万,丰台,精装,66.0,"56,963元/平",1993
南,方庄,塔楼,25,紫芳园一区,101112813887,2室1厅, 580万,丰台,简装,78.0,"73,782元/平",2000
南,玉泉营,板楼,6,新村四里,101112427036,2室1厅, 285万,丰台,简装,58.0,"48,693元/平",1997
南北,丰台其它,板楼,4,云岗西路12号院,101112264195,2室1厅, 230万,丰台,其他,46.0,"49,251元/平",1995
东南,玉泉营,板楼,6,新村二里,101110423081,3室1厅, 359万,丰台,简装,75.0,"47,613元/平",1988
南北,西罗园,板楼,6,西罗园一区,101112279826,2室1厅, 290万,丰台,精装,52.0,"55,344元/平",1993
南北,丰台其它,板楼,6,东山坡三里,101110868835,3室2厅, 305万,丰台,其他,121.0,"25,027元/平",2000
东北,方庄,板塔结合,17,方庄6号,101110632316,3室1厅, 775万,丰台,简装,119.0,"65,072元/平",2008
南北,广安门,板塔结合,5,水口子村51号院,101113102410,2室1厅, 469万,丰台,简装,59.0,"78,665元/平",1980
东南,蒲黄榆,板楼,6,蒲安西里,101112708788,2室1厅, 435万,丰台,简装,77.0,"56,457元/平",1996
南北,丰台其它,板楼,6,杜家坎小区,101108118657,3室1厅, 265万,丰台,精装,66.0,"39,814元/平",1984
北东,和义,板塔结合,5,南苑北里四区,101111677601,2室1厅, 300万,丰台,简装,69.0,"42,870元/平",1996
南北,西罗园,板楼,6,西罗园南里,101111812919,2室1厅, 325万,丰台,简装,59.0,"54,303元/平",1995
南北,太平桥,板楼,6,太平桥小区,101111857736,2室1厅, 415万,丰台,其他,59.0,"70,043元/平",1987
南北,马家堡,板楼,6,晨新园,101111900572,2室2厅, 439万,丰台,简装,76.0,"57,582元/平",1998
东西北,方庄,板楼,25,芳群园一区,101112417682,3室1厅, 628万,丰台,简装,93.0,"67,469元/平",1990
南北,蒲黄榆,板楼,6,刘家窑北里,101112815543,2室1厅, 298万,丰台,简装,52.0,"56,762元/平",1982
东,宋家庄,塔楼,29,世纪星家园,101112849139,2室1厅, 560万,丰台,简装,98.0,"57,126元/平",2003
西北,宋家庄,塔楼,24,方安苑,101106071039,2室1厅, 395万,丰台,简装,81.0,"48,682元/平",2001
东南,太平桥,塔楼,21,华源新第,101112176643,3室2厅, 810万,丰台,简装,127.0,"63,341元/平",2000
南北,玉泉营,板楼,6,郑王坟141号院,101112373042,2室1厅, 300万,丰台,精装,54.0,"55,351元/平",1988
南北,玉泉营,板塔结合,11,万年花城二期,101112770320,4室2厅, 1210万,丰台,精装,157.0,"76,875元/平",2005
南,蒲黄榆,板楼,6,蒲黄榆三里,101110943889,2室1厅, 298万,丰台,简装,50.0,"59,541元/平",1980
南,角门,板楼,6,大红门35号院,101112330365,1室1厅, 348万,丰台,精装,56.0,"61,572元/平",2000
西南,五棵松,塔楼,22,京铁家园,101111236217,2室2厅, 559万,丰台,简装,107.0,"51,981元/平",2002
南北,刘家窑,板楼,7,同仁园,101112821697,2室1厅, 397万,丰台,精装,64.0,"61,781元/平",1996
东南西南,大红门,塔楼,16,福海小区,101108321336,3室1厅, 798万,丰台,简装,146.0,"54,382元/平",2005
东南西,丰台其它,板楼,6,永兴里,101109042872,3室1厅, 179万,丰台,简装,69.0,"25,868元/平",1990
南北,大红门,板楼,6,海户屯,101112320356,3室1厅, 522万,丰台,简装,94.0,"55,415元/平",1990
西南北,科技园区,塔楼,30,怡海花园富泽园,101111560335,3室2厅, 820万,丰台,简装,146.0,"55,988元/平",2001
南北,丰台其它,板楼,5,南宫雅苑一期,101106845825,2室1厅, 318万,丰台,简装,86.0,"36,913元/平",2004
东南,七里庄,塔楼,24,鼎恒中心,101108567564,3室1厅, 725万,丰台,简装,146.0,"49,627元/平",2003
东南北,新宫,板楼,15,公园懿府,101107956062,3室2厅, 682万,丰台,精装,115.0,"59,289元/平",2017
南北,卢沟桥,板楼,6,晓月苑二里,101108917450,3室1厅, 299万,丰台,简装,87.0,"34,152元/平",1998
南北,马家堡,板楼,10,益城园,101112063944,3室2厅, 895万,丰台,精装,124.0,"71,842元/平",2002
南北,丰台其它,板楼,6,领秀翡翠山B区,101110319603,4室2厅, 680万,丰台,毛坯,151.0,"45,025元/平",2015
东南,七里庄,塔楼,24,望园东里,101103564190,2室1厅, 680万,丰台,简装,117.0,"57,957元/平",2005
东南,洋桥,板楼,6,马家堡东里,101110507194,2室1厅, 305万,丰台,简装,55.0,"54,660元/平",1986
南北,菜户营,板塔结合,18,顺驰蓝调,101112323776,3室2厅, 1600万,丰台,简装,160.0,"99,602元/平",2008
东西,洋桥,板楼,6,洋桥北里,101111940381,3室1厅, 365万,丰台,简装,69.0,"52,594元/平",1990
东南北,赵公口,板楼,4,大红门南里,101111868140,2室1厅, 276万,丰台,简装,68.0,"40,059元/平",1980
南北,新宫,板楼,5,翠海明苑,101113005955,3室1厅, 530万,丰台,简装,100.0,"52,590元/平",2005
南北,玉泉营,板楼,6,万柳园小区,101105476755,3室1厅, 420万,丰台,简装,74.0,"56,248元/平",1991
南北,宋家庄,板楼,6,华芳嘉园,101111675187,2室1厅, 510万,丰台,简装,88.0,"57,856元/平",2000
东,马家堡,板楼,6,晨光小区,101111075991,3室1厅, 396万,丰台,简装,71.0,"55,494元/平",1995
西,北大地,塔楼,24,永善里,101111664456,2室1厅, 560万,丰台,简装,76.0,"72,889元/平",2005
南北,草桥,板楼,16,草桥东路16号楼,101112970205,1室1厅, 415万,丰台,简装,63.0,"65,406元/平",1999
南北,草桥,板楼,9,城市间,101109813964,1室1厅, 470万,丰台,简装,67.0,"69,713元/平",2011
南北,丰台其它,板楼,5,崔村一里,101106641849,3室1厅, 195万,丰台,简装,64.0,"30,233元/平",1986
南北,科技园区,板楼,7,怡海花园恒泰园,101110446830,3室1厅, 615万,丰台,简装,102.0,"60,094元/平",1997
南北,卢沟桥,板楼,6,卢沟桥南里,101107639131,3室0厅, 280万,丰台,精装,69.0,"40,173元/平",1988
南北,大红门,板楼,5,大红门东门里,101112097238,3室1厅, 330万,丰台,简装,56.0,"58,719元/平",1985
西,菜户营,板塔结合,13,顺驰蓝调,101111627239,3室1厅, 760万,丰台,精装,88.0,"86,256元/平",2008
东南西北,方庄,板楼,14,芳星园一区,101109578227,3室1厅, 575万,丰台,精装,79.0,"72,246元/平",1990
南北,马家堡,板楼,6,富卓苑,101109833026,3室1厅, 573万,丰台,毛坯,84.0,"68,134元/平",2001
南北,科技园区,板楼,11,中海苏黎世家,101111310159,3室2厅, 919万,丰台,精装,131.0,"70,014元/平",2012
南北,草桥,板楼,6,草桥欣园三区,101111799393,3室2厅, 610万,丰台,简装,93.0,"65,311元/平",1998
南北,角门,板楼,6,角门东里,101110373372,3室1厅, 375万,丰台,简装,77.0,"48,702元/平",1994
南北,卢沟桥,板楼,6,卢沟桥南里,101111500423,3室1厅, 299万,丰台,简装,83.0,"35,951元/平",1990
南北,大红门,板楼,6,建欣苑三里,101112734666,2室1厅, 390万,丰台,精装,65.0,"59,100元/平",1997
南北,花乡,板塔结合,4,风格与林苑,101110635666,3室1厅, 855万,丰台,简装,128.0,"66,450元/平",2004
南,丰台其它,板楼,6,燕西华府,101112170864,2室1厅, 339万,丰台,毛坯,87.0,"38,837元/平",2015
北,菜户营,塔楼,30,金兴苑,101113436101,1室1厅, 420万,丰台,简装,59.0,"70,482元/平",2007
西北,大红门,板塔结合,15,上海建筑,101113432555,2室1厅, 540万,丰台,精装,81.0,"66,503元/平",2010
南,青塔,板楼,16,同馨家园,101113392872,2室1厅, 400万,丰台,精装,76.0,"52,570元/平",2012
南,宋家庄,板楼,6,横一条,101113445508,2室1厅, 330万,丰台,精装,50.0,"65,025元/平",1988
南北,西罗园,板楼,6,西罗园南里,101113420667,2室1厅, 400万,丰台,简装,68.0,"58,446元/平",1999
南,马家堡,板楼,6,马家堡西里,101113400381,1室1厅, 278万,丰台,精装,46.0,"59,288元/平",1993
南北,刘家窑,板楼,14,南三环中路,101113408030,1室1厅, 270万,丰台,精装,38.0,"69,588元/平",1980
南北,青塔,板塔结合,19,广安﹒康馨家园,101113430347,2室1厅, 410万,丰台,简装,81.0,"50,246元/平",2013
东西,角门,板楼,6,司达小区,101113446945,2室1厅, 320万,丰台,精装,60.0,"53,157元/平",1990
南北,角门,塔楼,18,杏林园,101113424912,1室1厅, 355万,丰台,精装,64.0,"55,374元/平",1998
南北,大红门,板楼,6,建欣苑四里,101113425019,1室1厅, 326万,丰台,简装,57.0,"56,490元/平",2000
东西,马家堡,板楼,6,富卓苑,101113441132,2室1厅, 455万,丰台,简装,70.0,"64,175元/平",2001
东,岳各庄,塔楼,27,大成时代中心,101113391805,1室1厅, 355万,丰台,精装,85.0,"41,760元/平",2010
东南南,北京南站,板塔结合,21,鼎立水岸家园,101113417429,2室1厅, 850万,丰台,其他,89.0,"94,867元/平",2007
南北,木樨园,板楼,6,马公庄,101113406283,2室1厅, 312万,丰台,简装,63.0,"49,446元/平",1989
南,科技园区,板楼,19,北京方向,101113402352,2室1厅, 565万,丰台,精装,83.0,"67,746元/平",2015
东南,玉泉营,塔楼,27,万年花城二期,101104380331,3室1厅, 818万,丰台,精装,112.0,"72,615元/平",2007
南北,新宫,板楼,6,飞腾家园,101102808692,3室1厅, 369万,丰台,简装,85.0,"43,275元/平",2005
东南,方庄,塔楼,22,芳古园二区,101103641116,4室2厅, 1400万,丰台,简装,197.0,"70,908元/平",2000
南,西罗园,塔楼,16,华润小区,101102746501,1室1厅, 270万,丰台,简装,49.0,"54,801元/平",1996
南北,丰台其它,板楼,6,张郭庄小区,101104832574,2室1厅, 278万,丰台,简装,77.0,"35,770元/平",2000
南北,西红门,板塔结合,6,西宏苑,101112162795,2室1厅, 260万,丰台,精装,60.0,"42,637元/平",1996
南北,新宫,板楼,15,公园懿府,101111388287,3室2厅, 800万,丰台,精装,130.0,"61,539元/平",2017
西北,玉泉营,板楼,3,葛村西里,101109982038,2室1厅, 235万,丰台,简装,46.0,"50,756元/平",1983
东北,西罗园,塔楼,24,西罗园四区,101112688632,2室1厅, 369万,丰台,简装,69.0,"53,293元/平",1993
东西,西红门,板楼,6,西宏苑,101112640105,3室1厅, 336万,丰台,简装,91.0,"36,646元/平",1999
南,科技园区,塔楼,29,天龙华鹤,101112040255,2室1厅, 293万,丰台,简装,69.0,"42,409元/平",2008
东北,方庄,板楼,6,芳群园四区,101111847040,2室1厅, 295万,丰台,简装,48.0,"61,014元/平",1995
南北,玉泉营,板楼,6,怡海花园恒丰园,101111995696,3室1厅, 614万,丰台,简装,105.0,"58,106元/平",2001
南,玉泉营,塔楼,22,怡海花园恒丰园,101112016831,2室1厅, 910万,丰台,其他,129.0,"70,543元/平",2005
东,方庄,板楼,25,芳群园一区,101113425658,1室1厅, 318万,丰台,精装,46.0,"68,906元/平",1990
南北,大红门,板塔结合,15,上海建筑,101113377032,2室1厅, 655万,丰台,精装,86.0,"75,758元/平",2010
西南,科技园区,塔楼,21,御景春天A区,101113446012,1室1厅, 240万,丰台,精装,42.0,"57,075元/平",2011
南北,青塔,板楼,15,万科中粮假日风景,101113388250,2室1厅, 736万,丰台,精装,91.0,"80,053元/平",2008
西,成寿寺,板塔结合,14,四方景园二区,101113428508,1室1厅, 450万,丰台,精装,68.0,"65,906元/平",2006
东西,北大地,板楼,6,西幸福街,101113433676,2室1厅, 420万,丰台,简装,66.0,"63,445元/平",1990
南,菜户营,板塔结合,8,顺驰蓝调,101113420671,1室1厅, 646万,丰台,精装,76.0,"84,922元/平",2008
西,成寿寺,板塔结合,14,四方景园二区,101113414029,1室1厅, 399万,丰台,简装,67.0,"58,737元/平",2006
东西北,马家堡,板塔结合,18,嘉园一里,101113416961,2室1厅, 380万,丰台,简装,62.0,"60,328元/平",1998
西北,青塔,板楼,6,青塔芳园,101113484177,1室1厅, 230万,丰台,其他,45.0,"50,450元/平",1995
南北,七里庄,板楼,5,中建一局南院,101113376559,2室1厅, 289万,丰台,简装,55.0,"52,451元/平",1980
南,大红门,板楼,6,海户屯,101113436303,1室1厅, 260万,丰台,精装,42.0,"61,597元/平",1990
南北,和义,板楼,5,和义西里四区,101113405583,2室1厅, 368万,丰台,简装,80.0,"45,783元/平",1998
东,刘家窑,板楼,6,石榴园南里小区,101113409898,1室1厅, 257万,丰台,其他,47.0,"53,643元/平",2002
南,蒲黄榆,塔楼,16,蒲安西里,101113429077,1室1厅, 315万,丰台,精装,47.0,"66,979元/平",1992
西北,科技园区,塔楼,26,设计师广场,101113433918,1室0厅, 205万,丰台,精装,34.0,"59,628元/平",2008
东西,洋桥,板楼,6,洋桥西里,101113414525,2室1厅, 306万,丰台,简装,57.0,"53,236元/平",1990
南北,和义,板楼,5,久敬佳园一区,101113373663,2室1厅, 375万,丰台,精装,75.0,"49,848元/平",2007
南,和义,板楼,6,和义西里二区,101113428328,1室1厅, 248万,丰台,简装,44.0,"55,284元/平",2009
南,赵公口,板塔结合,16,彩虹城二区,101113422839,1室1厅, 410万,丰台,简装,66.0,"61,841元/平",2004
东,新宫,板塔结合,15,南庭新苑北区,101113434675,1室1厅, 235万,丰台,精装,50.0,"46,665元/平",2012
南北,太平桥,板楼,6,太平桥西里,101113393856,2室1厅, 335万,丰台,其他,58.0,"57,324元/平",1990
西,角门,板塔结合,14,角门12号院,101113409401,1室1厅, 320万,丰台,精装,58.0,"54,459元/平",2001
南,青塔,板楼,16,蔚园,101113474937,1室1厅, 235万,丰台,精装,44.0,"52,952元/平",1996
南,新宫,板塔结合,15,天骄俊园9号院,101113400734,1室1厅, 330万,丰台,简装,57.0,"57,252元/平",2012
西南,角门,塔楼,20,京华苑,101113423569,2室1厅, 539万,丰台,简装,98.0,"54,500元/平",2000
南北,青塔,板楼,6,城建宿舍,101113414738,2室1厅, 288万,丰台,精装,58.0,"49,064元/平",1993
东,北京南站,塔楼,30,世纪金色嘉园,101113458491,1室0厅, 220万,丰台,精装,30.0,"72,512元/平",2003
西北,右安门外,塔楼,18,玉林东里二区,101113401178,2室1厅, 418万,丰台,简装,62.0,"66,667元/平",1993
南北,方庄,板楼,11,紫芳园二区香园,101111747548,4室2厅, 1420万,丰台,精装,199.0,"71,061元/平",2005
东南北,刘家窑,板楼,7,同仁园,101105904793,4室2厅, 1085万,丰台,简装,183.0,"59,055元/平",2000
南北,方庄,板塔结合,13,芳群公寓,101111243505,3室1厅, 790万,丰台,精装,126.0,"62,348元/平",2000
南北,方庄,板楼,7,首开璞瑅公馆,101107992484,4室2厅, 2145万,丰台,精装,214.0,"100,019元/平",2015
南北,科技园区,板楼,11,益辰欣园,101108200332,7室3厅, 1500万,丰台,精装,309.0,"48,430元/平",2004
南北,方庄,板楼,10,首开璞瑅公馆,101107260533,4室2厅, 2550万,丰台,精装,236.0,"107,768元/平",2015
南北,丽泽,板楼,6,精图小区56号院,101110812097,6室2厅, 1198万,丰台,简装,156.0,"76,766元/平",1998
东南,方庄,塔楼,25,芳城园三区,101108060303,3室2厅, 948万,丰台,简装,139.0,"68,202元/平",1990
南北,六里桥,板楼,6,靛厂路6号院,101112928614,6室2厅, 1290万,丰台,其他,151.0,"84,908元/平",2006
东,成寿寺,塔楼,14,晶城秀府,101112835810,3室2厅, 1020万,丰台,精装,148.0,"68,743元/平",2009
北,六里桥,塔楼,21,莲馨嘉园,101113438698,1室1厅, 330万,丰台,其他,47.0,"70,005元/平",2002
南北,科技园区,板楼,18,中海九号公馆三区,101111590919,4室2厅, 1435万,丰台,精装,172.0,"83,107元/平",2012
南北,丰台其它,板楼,6,汤泉墅,101112603317,3室2厅, 695万,丰台,精装,157.0,"44,127元/平",2011
南北,科技园区,板楼,11,益辰欣园,101112718927,5室2厅, 1080万,丰台,精装,206.0,"52,326元/平",2003
南北,赵公口,板楼,8,世华水岸F区,101112639677,3室2厅, 1088万,丰台,精装,153.0,"70,935元/平",2009
南北,大红门,板塔结合,16,珠江骏景中区,101111729943,5室1厅, 1660万,丰台,简装,261.0,"63,551元/平",2002
南北,岳各庄,板楼,18,万科紫台,101112478144,3室2厅, 1730万,丰台,精装,196.0,"87,965元/平",2007
南北,丰台其它,暂无数据,3,中体奥林匹克花园二期,101104207336,4室2厅, 910万,丰台,毛坯,190.0,"47,739元/平",2008
西南北,北京南站,板楼,6,右外东庄,101104781665,3室1厅, 415万,丰台,精装,67.0,"61,391元/平",1981
南,赵公口,板楼,22,彩虹城四区,101104966989,2室2厅, 610万,丰台,精装,88.0,"68,865元/平",2005
东西北,丰台其它,板楼,6,领秀翡翠山B区,101104058825,3室2厅, 580万,丰台,毛坯,148.0,"39,076元/平",2017
南北,科技园区,板楼,6,育仁里2号院,101113386946,2室1厅, 416万,丰台,简装,72.0,"57,388元/平",1997
东,马连道,塔楼,23,建茗苑,101113368719,2室1厅, 570万,丰台,其他,93.0,"60,749元/平",2008
东北,看丹桥,塔楼,23,新华街八里,101113408409,2室1厅, 476万,丰台,简装,98.0,"48,438元/平",2002
东,成寿寺,板楼,7,成寿寺路,101113398999,1室1厅, 330万,丰台,精装,62.0,"53,055元/平",1995
东南,马家堡,塔楼,22,未来66,101113452308,1室0厅, 299万,丰台,其他,41.0,"72,927元/平",2004
南北,角门,板塔结合,15,角门12号院,101113406092,2室2厅, 550万,丰台,精装,100.0,"54,656元/平",2000
南,青塔,板楼,34,广安﹒康馨家园,101113391305,2室1厅, 380万,丰台,毛坯,72.0,"52,256元/平",2015
南西北,青塔,塔楼,28,长安新城,101113378552,3室1厅, 550万,丰台,其他,111.0,"49,284元/平",2006
南北,花乡,板楼,4,风格与林苑,101112777662,3室2厅, 1120万,丰台,简装,155.0,"72,254元/平",2006
南西北,丰台其它,板楼,6,领秀翡翠山A区,101111374248,4室3厅, 940万,丰台,精装,149.0,"62,885元/平",2014
南北,丽泽,板楼,3,西宸原著,101110931730,5室3厅, 6980万,丰台,精装,493.0,"141,548元/平",2016
南北,科技园区,板楼,18,中海九号公馆二区,101113212106,4室2厅, 1800万,丰台,精装,212.0,"84,655元/平",2012
南北,丰台其它,板楼,6,北京山语城,101113169089,5室2厅, 626万,丰台,精装,117.0,"53,482元/平",2012
南北,丰台其它,板楼,6,北京山语城,101110328522,5室3厅, 650万,丰台,精装,119.0,"54,421元/平",2012
南北,方庄,板楼,7,首开璞瑅公馆,101112852352,4室2厅, 2130万,丰台,精装,214.0,"99,116元/平",2015
南北,玉泉营,板楼,18,优筑,101112576681,4室2厅, 1250万,丰台,精装,163.0,"76,374元/平",2007
南西北,方庄,板楼,11,首开璞瑅公馆,101112589755,3室2厅, 2080万,丰台,精装,208.0,"99,847元/平",2015
东南,科技园区,塔楼,26,设计师广场,101113456906,1室0厅, 250万,丰台,精装,51.0,"48,924元/平",2008
南北,科技园区,板楼,7,富锦嘉园四区,101112518953,5室2厅, 1000万,丰台,简装,199.0,"50,133元/平",2002
南北,丰台其它,板楼,3,燕西华府,101113086568,4室2厅, 1200万,丰台,精装,370.0,"32,365元/平",2013
南北,丰台其它,板楼,3,燕西华府,101112935660,5室3厅, 1500万,丰台,精装,359.0,"41,719元/平",2012
南北,玉泉营,板楼,5,青秀城,101113138603,2室1厅, 1200万,丰台,精装,102.0,"117,613元/平",2012
西,方庄,塔楼,19,芳城园一区,101110667480,3室1厅, 718万,丰台,精装,120.0,"59,393元/平",1997
东南,方庄,塔楼,20,芳古园二区,101113072839,4室2厅, 1468万,丰台,精装,196.0,"74,834元/平",2000
西南北,方庄,塔楼,25,芳城园三区,101109402292,4室2厅, 888万,丰台,简装,180.0,"49,224元/平",1996
南北,方庄,板楼,11,紫芳园二区香园,101113047463,4室2厅, 1380万,丰台,简装,179.0,"76,697元/平",2005
南北,科技园区,板楼,3,中海九号公馆三区,101112760639,6室3厅, 3600万,丰台,其他,411.0,"87,551元/平",2011
南北,方庄,板塔结合,13,芳群公寓,101107538151,2室2厅, 750万,丰台,简装,126.0,"59,289元/平",2000
南北,草桥,板楼,19,恋日嘉园二期,101111716125,5室2厅, 1800万,丰台,精装,301.0,"59,771元/平",2005
南北,丰台其它,板塔结合,3,燕西华府,101109587982,5室4厅, 1400万,丰台,精装,376.0,"37,171元/平",2014
南北,刘家窑,板楼,13,建邦华府,101111663698,3室1厅, 828万,丰台,精装,126.0,"65,569元/平",2010
